Name,player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,b_lob,r_total_caught_stealing,r_total_stolen_base,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent,n_outs_above_average,sprint_speed
 Bobby Dalbec,666915,2024,29,83,93,11,8,2,0,1,43,8,46.2,8.6,0.133,0.193,0.217,0.41,8,50,0,3,0.119,0.171,0.194,0.18,0.205,0.052,0.29,0.259,0.014,0.022,0.014,72.3,86,10,19.5,2.4,9.8,39,98.6997445,93.55091125,65.1,41.2,41.8,47,,28.6
 Michael A. Taylor,572191,2024,33,269,300,52,37,9,1,5,105,23,35,7.7,0.193,0.29,0.253,0.543,21,119,1,12,0.204,0.333,0.242,0.27,0.267,0.129,0.332,0.382,-0.011,-0.043,-0.028,74,89.3,13.7,31.4,11.6,1.7,40.1,100.5831641,94.54835778,68,27.1,39.2,49.3,10,28.5
 Michael Helman,680737,2024,28,10,10,3,1,2,0,0,3,0,30,0,0.3,0.5,0.3,0.8,0,7,0,0,0.116,0.15,0.339,0.114,0.116,0.034,0.484,0.162,0.184,0.35,0.225,69.6,86.1,19.8,14.3,0,0,28.6,94.059365,91.73625714,57.9,27.3,33.3,53.6,,28.5
 Alex Kirilloff,666135,2024,26,159,178,32,16,8,3,5,47,15,26.4,8.4,0.201,0.384,0.27,0.654,20,68,0,0,0.218,0.419,0.282,0.31,0.289,0.202,0.341,0.384,-0.017,-0.035,-0.028,72.4,91.3,13.2,27,11.3,9.6,40.9,100.3103002,94.70393913,69.8,20.1,30.9,49.2,-3,26.8
 Travis Blankenhorn,663905,2024,27,31,32,4,3,1,0,0,9,1,28.1,3.1,0.129,0.161,0.156,0.317,5,14,0,0,0.172,0.244,0.143,0.198,0.198,0.073,0.177,0.257,-0.043,-0.083,-0.055,73.5,86.7,4.8,18.2,0,9.1,36.4,97.55324,92.86244318,62.7,12.5,25,52.5,,26.3
 Andrew McCutchen,457705,2024,37,448,515,104,65,18,1,20,133,58,25.8,11.3,0.232,0.411,0.328,0.739,50,169,2,3,0.227,0.421,0.325,0.327,0.324,0.194,0.386,0.391,0.005,-0.01,-0.002,72.7,88.5,14.3,31.9,12,5.7,36.9,99.42496289,93.83112309,65.6,22.3,28.9,42,,26.8
 Nathaniel Lowe,663993,2024,28,486,565,129,96,16,1,16,125,71,22.1,12.6,0.265,0.401,0.361,0.762,69,198,0,2,0.252,0.38,0.337,0.328,0.352,0.128,0.381,0.368,0.013,0.021,0.009,73.3,88.9,7.7,32.6,5.8,6.8,40,100.4328223,94.33044237,62.8,12.3,20.6,42.7,,26.4
 Jason Delay,641511,2024,29,15,19,3,0,3,0,0,0,3,0,15.8,0.2,0.4,0.333,0.733,6,2,0,0,0.195,0.239,0.324,0.275,0.329,0.045,0.251,0.192,0.005,0.161,0.049,68.8,83.2,22.4,18.8,0,6.3,18.8,93.39193125,90.87569667,76.9,15,23.1,52,,25.7
 Estevan Florial,664314,2024,26,98,111,17,6,6,2,3,41,11,36.9,9.9,0.173,0.367,0.264,0.631,11,34,1,2,0.166,0.283,0.277,0.247,0.257,0.116,0.389,0.331,0.007,0.084,0.03,73,88.7,12.8,36.2,10.3,6.9,41.4,99.25934552,93.88418035,78.6,37,42.2,51.1,1,28.7
 Juan Soto,665742,2024,25,576,713,166,90,31,4,41,119,129,16.7,18.1,0.288,0.569,0.419,0.988,109,203,4,7,0.316,0.646,0.421,0.462,0.445,0.33,0.453,0.517,-0.028,-0.077,-0.041,75.4,94.2,10.7,35.4,19.7,6.3,57,105.6501237,97.99470514,59,15.2,21.5,37.2,-4,26.8
 Bryan Ramos,682868,2024,22,99,108,20,13,4,0,3,22,7,20.4,6.5,0.202,0.333,0.252,0.585,11,48,2,0,0.231,0.357,0.257,0.282,0.28,0.127,0.29,0.325,-0.029,-0.024,-0.025,72,90.1,11.8,35.9,6.4,6.4,46.2,100.5956167,94.75017718,61.2,19.8,29,43.8,,28.7
 Matt Thaiss,642136,2024,29,157,186,32,21,9,0,2,58,28,31.2,15.1,0.204,0.299,0.323,0.622,16,68,0,3,0.194,0.323,0.286,0.291,0.315,0.129,0.339,0.349,0.01,-0.024,-0.005,72.4,86.6,12.9,33,8,8,40,99.8347254,94.00003687,68.3,34.6,39.6,44.8,,24.9
 Zack Short,670097,2024,29,70,88,9,6,3,0,0,24,14,27.3,15.9,0.129,0.171,0.282,0.453,5,39,1,2,0.169,0.25,0.228,0.271,0.315,0.081,0.197,0.275,-0.04,-0.079,-0.043,70,88.6,21.2,34.7,4.1,8.2,26.5,96.63471696,92.55101089,63.8,23.9,26.6,40.4,,26.8
 Jordan Walker,691023,2024,22,164,178,33,17,10,1,5,50,10,28.1,5.6,0.201,0.366,0.253,0.619,20,86,0,1,0.211,0.363,0.268,0.278,0.265,0.152,0.339,0.355,-0.01,0.003,-0.01,77.3,91.2,9.4,29.3,9.5,4.3,43.1,101.7536922,95.20491069,68.4,16.9,31.6,49.6,-4,28.4
 Trey Cabbage,663550,2024,27,86,91,18,9,8,0,1,34,4,37.4,4.4,0.209,0.337,0.253,0.59,8,33,1,1,0.194,0.353,0.258,0.26,0.239,0.159,0.385,0.388,0.015,-0.016,-0.002,75.9,92.8,7.7,32.7,15.4,5.8,53.8,103.2734873,96.42701451,72.5,23.4,40.7,52.7,0,27.9
 Austin Hays,669720,2024,28,235,255,60,37,18,0,5,59,9,23.1,3.5,0.255,0.396,0.303,0.699,20,93,2,2,0.234,0.363,0.303,0.287,0.285,0.13,0.368,0.344,0.021,0.033,0.016,72.6,88.9,14.9,30.2,6.7,7.8,40.2,100.4154227,94.34798243,72.6,18.1,29.1,54.4,-3,27.1
 Johnathan Rodríguez,671286,2024,24,31,40,4,3,1,0,0,14,9,35,22.5,0.129,0.161,0.325,0.486,5,18,0,0,0.134,0.157,0.253,0.257,0.329,0.024,0.229,0.239,-0.005,0.004,-0.004,76.2,91.3,-10.8,11.8,0,0,47.1,102.62447,96.22057765,65.8,28.8,40.5,45.1,-3,26.8
 Travis d'Arnaud,518595,2024,35,307,341,73,42,16,0,15,89,24,26.1,7,0.238,0.436,0.302,0.738,48,149,0,1,0.236,0.434,0.319,0.322,0.305,0.199,0.396,0.402,0.002,0.002,-0.003,71.4,89.9,11.6,32.9,10.4,7.2,41,100.5372023,94.67234309,74.5,26.4,32.8,50.7,,25.7
 Trey Sweeney,700242,2024,24,110,119,24,15,5,0,4,32,7,26.9,5.9,0.218,0.373,0.269,0.642,17,57,0,2,0.211,0.411,0.279,0.298,0.268,0.199,0.351,0.378,0.007,-0.038,-0.019,74.3,91.1,12.8,27.8,8.9,10.1,46.8,100.9056095,94.93480089,67,18,32.4,50.2,,28.1
 Rece Hinds,677956,2024,23,46,51,12,2,4,1,5,16,4,31.4,7.8,0.261,0.717,0.333,1.05,11,22,0,2,0.247,0.609,0.433,0.388,0.321,0.362,0.621,0.544,0.014,0.108,0.045,75.2,91.6,18.9,40,20,0,40,103.769788,95.98986267,73.2,20,38.2,55.7,1,29.2
 Fernando Tatis Jr.,665487,2024,25,398,438,110,67,21,1,21,96,32,21.9,7.3,0.276,0.492,0.34,0.832,49,150,3,11,0.298,0.538,0.359,0.387,0.36,0.24,0.429,0.47,-0.022,-0.046,-0.028,74.7,93.5,10,33.7,14.5,6.9,55.8,104.4189911,97.10995387,74.4,19.6,28.1,51.3,-1,28.4
 Willie Calhoun,641432,2024,29,229,254,56,35,16,0,5,31,23,12.2,9.1,0.245,0.38,0.315,0.695,20,86,1,0,0.258,0.354,0.305,0.305,0.328,0.096,0.307,0.308,-0.013,0.026,0,69.9,89,12.4,30.2,3,5.5,37.7,98.9731294,93.5845006,64.2,8.1,13.2,43.6,,24.3
 Curtis Mead,678554,2024,23,122,132,29,25,3,0,1,30,6,22.7,4.5,0.238,0.287,0.282,0.569,7,55,0,2,0.24,0.349,0.255,0.28,0.285,0.11,0.3,0.334,-0.002,-0.062,-0.025,74,88.8,16.3,36.6,4.3,9.7,36.6,99.41162447,93.83355774,71.4,17.8,23.5,52.4,,26.9
 Connor Wong,657136,2024,28,447,487,125,87,24,1,13,114,28,23.4,5.7,0.28,0.425,0.333,0.758,52,194,7,8,0.231,0.355,0.33,0.288,0.29,0.124,0.403,0.342,0.049,0.07,0.042,72,86.5,12.9,30.7,6.3,5.4,34.5,98.74501817,93.45273853,72.2,19.7,28.8,51.6,,28.4
 Nick Martini,605361,2024,34,146,163,31,20,4,2,5,38,9,23.3,5.5,0.212,0.37,0.272,0.642,24,55,3,1,0.214,0.34,0.279,0.276,0.278,0.126,0.325,0.322,-0.002,0.03,0.003,69.8,87.4,14.9,32.4,7.2,1.8,34.2,98.23385786,93.41641838,68,18.1,24.8,49.6,0,27.4
 Danny Jansen,643376,2024,29,278,324,57,35,13,0,9,61,40,18.8,12.3,0.205,0.349,0.309,0.658,24,101,0,0,0.201,0.332,0.294,0.289,0.306,0.131,0.298,0.291,0.004,0.017,0.005,69,86.6,21.7,34.1,6.4,5.9,29.7,97.18569755,92.62734913,61.8,14.7,20.9,40.6,,26.6
 Kody Clemens,665019,2024,28,114,120,25,10,9,1,5,29,5,24.2,4.2,0.219,0.447,0.258,0.705,18,58,0,0,0.192,0.345,0.301,0.251,0.233,0.153,0.376,0.306,0.027,0.102,0.05,70.5,89.4,19.2,30.6,7.1,8.2,42.4,99.38788581,93.94476,63.5,20.6,25.7,49.1,,27.7
 Alex Verdugo,657077,2024,28,559,621,130,88,28,1,13,93,49,15,7.9,0.233,0.356,0.291,0.647,61,271,1,2,0.25,0.373,0.283,0.302,0.309,0.124,0.296,0.32,-0.017,-0.017,-0.019,68.3,88.3,9.9,31.6,5.6,6.1,34.9,98.00961326,93.0881338,61.3,9,15.5,44.7,1,26.7
 Pablo Reyes,622569,2024,30,60,64,11,9,2,0,0,19,3,29.7,4.7,0.183,0.217,0.234,0.451,5,31,2,1,0.211,0.3,0.207,0.251,0.26,0.089,0.255,0.323,-0.028,-0.083,-0.044,69.2,88,13.2,31.7,4.9,0,31.7,98.01069381,93.16383073,58.2,19.2,19.8,42.1,,27.3
 Jarren Duran,680776,2024,27,671,735,191,108,48,14,21,160,54,21.8,7.3,0.285,0.492,0.342,0.834,75,205,7,34,0.271,0.448,0.357,0.338,0.33,0.177,0.429,0.403,0.014,0.044,0.019,73.6,90.8,9.5,33.8,9.3,6.2,43.9,101.9281555,95.34111321,68.2,15.7,24.8,48.3,10,29.6
 Ryan Jeffers,680777,2024,27,412,465,93,50,22,0,21,94,32,20.2,6.9,0.226,0.432,0.3,0.732,64,197,0,3,0.226,0.386,0.317,0.304,0.302,0.16,0.354,0.336,0,0.046,0.013,72.9,86.9,16.2,31.7,8.3,5.8,33.8,99.00822117,93.57098291,64.1,16,23.6,48.5,,26.3
 Stuart Fairchild,656413,2024,28,209,233,45,29,8,0,8,60,17,25.8,7.3,0.215,0.368,0.286,0.654,30,64,1,13,0.215,0.376,0.288,0.293,0.287,0.161,0.347,0.354,0,-0.008,-0.005,70.3,85.5,20.5,27.6,7.9,5.9,36.8,98.64073847,93.36370238,74.7,26.6,35.5,50.2,4,29.1
 Ceddanne Rafaela,678882,2024,23,544,571,134,91,23,5,15,151,15,26.4,2.6,0.246,0.39,0.274,0.664,75,250,10,19,0.229,0.368,0.286,0.273,0.259,0.139,0.373,0.355,0.017,0.022,0.013,70.1,86.6,14.9,34.9,7.5,5,36.9,98.20503629,93.16664318,78.6,24.3,33,61.9,5,28.8
 Andy Pages,681624,2024,23,403,443,100,63,23,1,13,108,29,24.4,6.5,0.248,0.407,0.305,0.712,46,187,2,1,0.251,0.422,0.31,0.321,0.311,0.171,0.377,0.394,-0.003,-0.015,-0.011,73.1,88.6,20.8,40.8,10.7,6.4,40.1,100.3100817,94.26242342,71,19.5,26.1,51,1,28.3
 Marcell Ozuna,542303,2024,33,606,688,183,113,31,0,39,170,74,24.7,10.8,0.302,0.546,0.378,0.924,104,240,0,1,0.286,0.572,0.395,0.402,0.368,0.286,0.496,0.508,0.016,-0.026,-0.007,74,92.1,14.4,40.5,15.5,11.4,53.4,103.3389911,96.48968613,72.5,22.6,31.4,46.8,,25.7
 J.T. Realmuto,592663,2024,33,380,413,101,68,18,1,14,102,27,24.7,6.5,0.266,0.429,0.322,0.751,47,168,2,2,0.268,0.459,0.326,0.339,0.324,0.191,0.404,0.424,-0.002,-0.03,-0.013,73.2,89.2,9.4,36.9,10.4,9.7,46.6,101.2486538,94.90998284,69.4,17.6,26.2,50.5,,28.4
 Tristan Gray,656484,2024,28,28,31,3,2,1,0,0,16,3,51.6,9.7,0.107,0.143,0.194,0.337,0,12,0,0,0.17,0.191,0.164,0.209,0.25,0.021,0.251,0.369,-0.063,-0.048,-0.045,74.1,93,17.5,16.7,0,0,58.3,101.5347017,96.24391417,71.9,48.8,51.6,52,,
 Matt Wallner,670242,2024,26,220,261,57,26,17,1,13,95,24,36.4,9.2,0.259,0.523,0.372,0.895,37,85,0,3,0.234,0.468,0.385,0.358,0.351,0.233,0.575,0.518,0.025,0.055,0.027,77.3,92.8,21.6,38.1,17.5,10.3,53.2,104.6119613,96.92023675,71.7,31.3,38.4,47.8,-3,27.5
 MJ Melendez Jr.,669004,2024,25,412,451,85,42,23,3,17,113,35,25.1,7.8,0.206,0.4,0.273,0.673,44,174,4,4,0.239,0.425,0.292,0.317,0.303,0.186,0.353,0.391,-0.033,-0.025,-0.025,72.8,91.1,14.6,29.1,8.4,9,45.2,101.496204,95.19677141,77.8,24.1,29.5,52.5,-6,27.8
 Giancarlo Stanton,519317,2024,34,417,459,97,50,20,0,27,143,38,31.2,8.3,0.233,0.475,0.298,0.773,72,202,0,0,0.249,0.509,0.33,0.352,0.315,0.26,0.451,0.489,-0.016,-0.034,-0.022,81.2,94.6,14.7,34.8,20.7,6.5,55.3,108.1853288,99.18003333,63.6,25.1,34.4,46.8,,24.6
 Christian Encarnacion-Strand,687952,2024,24,116,123,22,14,6,0,2,35,4,28.5,3.3,0.19,0.293,0.22,0.513,16,66,0,0,0.24,0.432,0.223,0.299,0.268,0.192,0.289,0.402,-0.05,-0.139,-0.076,71.3,87.8,15.5,27.7,8.4,4.8,37.3,99.93734805,94.26207134,72.1,15.2,29.4,55.9,,27.4
 Gabriel Moreno,672515,2024,24,305,351,81,57,18,1,5,52,41,14.8,11.7,0.266,0.38,0.353,0.733,45,124,1,3,0.255,0.384,0.325,0.325,0.345,0.13,0.331,0.331,0.011,-0.004,0,70.6,90,8.8,33.6,6.6,5.9,41,99.88772648,94.22126336,59.2,15,18.5,41.2,,27.2
 James Outman,681546,2024,27,136,156,20,12,4,0,4,55,16,35.3,10.3,0.147,0.265,0.256,0.521,11,82,1,2,0.198,0.319,0.242,0.282,0.301,0.121,0.294,0.372,-0.051,-0.054,-0.04,73.1,87.6,15.3,38.3,4.9,11.1,38.3,100.2379239,94.41272914,67.3,25,37.1,47.6,2,28.8
 Brooks Lee,686797,2024,23,172,185,38,28,6,1,3,27,11,14.6,5.9,0.221,0.32,0.265,0.585,27,77,0,3,0.243,0.34,0.252,0.274,0.287,0.097,0.272,0.299,-0.022,-0.02,-0.022,69.3,85.8,12.5,36.7,4.1,5.4,24.5,95.62658288,91.81329144,67.6,10.2,20.2,52.3,,25.6
 Oswaldo Cabrera,665828,2024,25,299,326,74,55,11,0,8,63,21,19.3,6.4,0.247,0.365,0.296,0.661,36,130,2,4,0.248,0.334,0.29,0.285,0.301,0.086,0.329,0.322,-0.001,0.031,0.005,68.3,88.2,12.5,34,3.7,5.8,34.9,97.64157034,92.88412097,68.1,10,18.8,47.8,,27.4
 Heston Kjerstad,677008,2024,25,99,114,25,19,2,0,4,33,10,28.9,8.8,0.253,0.394,0.351,0.745,14,49,0,1,0.214,0.349,0.327,0.295,0.318,0.135,0.416,0.362,0.039,0.045,0.032,70.9,90.2,10.3,28.8,6.1,7.6,43.9,100.5955027,94.56296091,78.5,17.8,31.1,55.6,0,28.5
 Pete Alonso,624413,2024,29,608,695,146,81,31,0,34,172,70,24.7,10.1,0.24,0.459,0.329,0.788,88,291,0,3,0.242,0.461,0.34,0.343,0.332,0.219,0.409,0.414,-0.002,-0.002,-0.003,75.2,89.8,14.4,30.5,13.2,6.6,46.4,102.7851147,95.69908611,61,14.1,24.7,42.9,,26.1
 Christian Walker,572233,2024,33,479,552,120,68,26,0,26,133,55,24.1,10,0.251,0.468,0.335,0.803,84,230,2,2,0.246,0.457,0.343,0.351,0.339,0.211,0.412,0.424,0.005,0.011,-0.008,75,91.2,16.6,35,13.3,7.1,48,103.1279695,96.01110252,73.1,17.5,25.6,48,,26.2
 Miles Mastrobuoni,670156,2024,28,98,106,19,16,3,0,0,17,7,16,6.6,0.194,0.224,0.245,0.469,4,52,0,2,0.261,0.358,0.214,0.294,0.308,0.097,0.218,0.321,-0.067,-0.134,-0.08,66.8,87.4,13.9,32.9,2.4,6.1,31.7,96.31905293,92.22257296,56.8,14.8,20.3,41.5,,28
 Dansby Swanson,621020,2024,30,534,593,129,84,27,2,16,144,54,24.3,9.1,0.242,0.39,0.312,0.702,66,218,3,19,0.244,0.416,0.307,0.321,0.316,0.172,0.366,0.388,-0.002,-0.026,-0.014,71.7,89.4,10.4,32.6,9.2,7.9,42.7,100.2102637,94.40402453,71,22.7,28.7,48.7,,27.8
 Isaac Paredes,670623,2024,25,542,641,129,84,25,1,19,105,76,16.4,11.9,0.238,0.393,0.346,0.739,80,226,1,1,0.22,0.337,0.327,0.304,0.333,0.117,0.329,0.295,0.018,0.056,0.023,68.2,85,22.4,37,4.5,7.2,27.1,95.87558293,91.95261987,64.7,11,17.2,44.7,,25.9
 Robbie Grossman,543257,2024,34,208,245,44,33,8,0,3,58,34,23.7,13.9,0.212,0.293,0.322,0.615,16,90,0,3,0.214,0.298,0.283,0.292,0.328,0.084,0.298,0.311,-0.002,-0.005,-0.009,67.5,86.3,13.3,30.3,3.3,4.6,27.6,96.10836763,92.05484586,57,17.7,22.7,36.3,-4,27.7
 Brandon Crawford,543063,2024,37,71,80,12,6,5,0,1,26,8,32.5,10,0.169,0.282,0.263,0.545,4,41,0,0,0.207,0.308,0.248,0.275,0.296,0.101,0.302,0.351,-0.038,-0.026,-0.027,70.6,89.7,13.5,37.8,6.7,2.2,33.3,98.65060565,93.537666,71.8,23.1,35.8,51.4,,25.1
 Ben Rice,700250,2024,25,152,178,26,13,6,0,7,48,20,27,11.2,0.171,0.349,0.264,0.613,23,78,1,0,0.237,0.462,0.269,0.342,0.325,0.225,0.306,0.426,-0.066,-0.113,-0.073,71.4,90,17.7,34.9,15.6,1.8,36.7,99.67189691,94.27770128,72.9,17.6,25.8,46,,27.5
 Brett Sullivan,664954,2024,30,16,17,3,2,0,0,1,4,1,23.5,5.9,0.188,0.375,0.235,0.61,2,5,0,0,0.117,0.206,0.265,0.174,0.169,0.089,0.318,0.189,0.071,0.169,0.091,68.8,81.8,37.7,16.7,8.3,0,25,92.840015,90.86688636,78.3,16.7,18.8,65.3,,
 DaShawn Keirsey Jr.,680577,2024,27,13,14,2,1,0,0,1,1,0,7.1,0,0.154,0.385,0.214,0.599,1,4,0,0,0.247,0.429,0.261,0.322,0.301,0.181,0.244,0.315,-0.093,-0.044,-0.061,69.1,84.7,4.5,50,16.7,8.3,33.3,95.71948333,92.32403333,79.3,17.4,26.9,52,,26.9
 Jorge Mateo,622761,2024,29,192,208,44,23,14,2,5,48,10,23.1,4.8,0.229,0.401,0.267,0.668,18,77,2,13,0.228,0.339,0.286,0.271,0.27,0.111,0.349,0.328,0.001,0.062,0.015,72.5,88.1,14.1,30.2,4,7.4,34.9,99.94372778,94.06045521,70.3,14,23.1,51.7,,29.9
 Sean Bouchard,656248,2024,28,91,108,17,9,7,0,1,33,12,30.6,11.1,0.187,0.297,0.29,0.587,8,31,0,4,0.167,0.281,0.266,0.258,0.277,0.114,0.313,0.299,0.02,0.016,0.008,71.1,89.8,10.7,29.5,4.9,9.8,34.4,97.97883767,93.245498,65.7,23.9,33.7,43.4,-2,27.1
 Luis De Los Santos,665782,2024,26,29,31,5,3,2,0,0,10,2,32.3,6.5,0.172,0.241,0.226,0.467,1,17,0,0,0.184,0.227,0.211,0.214,0.237,0.044,0.271,0.277,-0.012,0.014,-0.003,73.8,84.9,-5.7,26.3,0,5.3,42.1,98.886846,93.72991895,55.9,15.2,26.4,43.8,,27.1
 Justin Foscue,679822,2024,25,42,44,2,1,1,0,0,18,2,40.9,4.5,0.048,0.071,0.091,0.162,1,25,0,0,0.102,0.144,0.08,0.133,0.143,0.042,0.089,0.186,-0.054,-0.073,-0.053,69.9,86.9,26.9,29.2,4.2,0,16.7,95.952875,92.02824833,67.7,15.9,28,49.7,,26.7
 Starling Marte,516782,2024,35,335,370,90,67,13,3,7,81,27,21.9,7.3,0.269,0.388,0.327,0.715,40,126,1,16,0.287,0.425,0.313,0.337,0.344,0.138,0.369,0.403,-0.018,-0.037,-0.024,72.4,89.8,4.3,37.1,6.9,7.3,42.9,101.2020562,94.944189,69.2,18.4,28.4,50.2,-8,27.1
 Bubba Thompson,669352,2024,26,18,18,2,1,1,0,0,11,0,61.1,0,0.111,0.167,0.111,0.278,0,12,0,5,0.165,0.266,0.119,0.188,0.165,0.101,0.305,0.483,-0.054,-0.099,-0.069,69.9,85.7,-9.6,28.6,14.3,0,28.6,94.7179175,92.04236,73,44.4,54.5,57.1,,29.5
 Brayan Rocchio,677587,2024,23,383,442,79,53,18,0,8,90,44,20.4,10,0.206,0.316,0.298,0.614,36,165,6,10,0.21,0.302,0.276,0.275,0.302,0.092,0.288,0.287,-0.004,0.014,0.001,69.5,84.6,9.4,36,4,4,22.3,95.74413681,91.8720684,68.3,16.6,24.3,47.9,,26.8
 Joey Meneses,608841,2024,32,281,313,65,51,11,0,3,63,21,20.1,6.7,0.231,0.302,0.291,0.593,42,100,0,2,0.223,0.326,0.264,0.275,0.288,0.104,0.29,0.305,0.008,-0.024,-0.011,70.4,88.9,8.3,30.8,4.5,8,39.3,99.26545491,93.86743184,69.1,12.8,22.9,50.8,,25.5
 Rafael Ortega,542364,2024,33,14,17,1,1,0,0,0,4,2,23.5,11.8,0.071,0.071,0.176,0.247,1,10,0,2,0.212,0.254,0.133,0.275,0.307,0.043,0.08,0.3,-0.141,-0.183,-0.142,70.5,85.1,11.6,18.2,0,9.1,45.5,100.70753,95.441297,57.1,25,29.6,39.7,0,26.1
 Nick Castellanos,592206,2024,32,606,659,154,97,30,4,23,139,41,21.1,6.2,0.254,0.431,0.311,0.742,86,262,2,6,0.271,0.441,0.321,0.333,0.327,0.17,0.377,0.395,-0.017,-0.01,-0.012,71.9,88.4,15.2,39,8.1,6.8,38.2,99.26670303,93.73851158,79,19.4,30.1,58,-8,27.4
 Jake Cronenworth,630105,2024,30,577,656,139,90,29,3,17,118,61,18,9.3,0.241,0.39,0.324,0.714,83,271,2,5,0.259,0.42,0.315,0.335,0.341,0.161,0.336,0.365,-0.018,-0.03,-0.02,69.5,88.6,13.9,35.4,7.8,5.8,36.7,99.52756127,93.90413365,65.9,10.8,17.1,45,,27.7
 Kevin Kiermaier,595281,2024,34,259,281,51,34,9,3,5,86,12,30.6,4.3,0.197,0.313,0.237,0.55,26,134,2,6,0.195,0.278,0.241,0.232,0.237,0.083,0.323,0.31,0.002,0.035,0.009,70.4,86.4,7.3,27.6,3.9,5,30,97.68319377,92.87472371,76.3,29.5,37.5,54.9,11,28.7
 Tommy Edman,669242,2024,29,139,153,33,21,5,1,6,30,11,19.6,7.2,0.237,0.417,0.294,0.711,20,49,0,6,0.217,0.316,0.307,0.266,0.277,0.099,0.348,0.292,0.02,0.101,0.041,69.8,87.6,11.4,31.5,3.6,5.4,35.1,96.99225982,92.61181955,66.5,14.8,24,46.2,1,27.9
 Daniel Schneemann,682177,2024,27,193,221,42,25,10,2,5,70,25,31.7,11.3,0.218,0.368,0.303,0.671,22,84,2,3,0.209,0.307,0.295,0.277,0.299,0.098,0.381,0.348,0.009,0.061,0.018,70.7,88.5,11.1,41.3,4.8,5.6,38.1,98.40597492,93.32683683,74.5,24.5,31.7,49.1,1,28.3
 Nacho Alvarez Jr.,805373,2024,21,30,32,3,3,0,0,0,10,0,31.3,0,0.1,0.1,0.156,0.256,0,13,0,0,0.174,0.225,0.128,0.208,0.226,0.051,0.132,0.261,-0.074,-0.125,-0.08,68.9,83.8,9.8,30,0,5,30,97.91388,92.95694,61.3,21.1,28.1,47.9,,25.9
 Nick Gonzales,693304,2024,25,359,387,97,68,19,3,7,74,18,19.1,4.7,0.27,0.398,0.311,0.709,49,140,3,5,0.27,0.407,0.307,0.317,0.314,0.136,0.356,0.37,0,-0.009,-0.01,71.1,87.9,13,34.1,7.9,4.5,36.9,98.82629396,93.50519119,78.2,17.4,24.9,56.2,,29.2
 Alika Williams,675961,2024,25,87,96,18,12,4,2,0,22,3,22.9,3.1,0.207,0.299,0.242,0.541,5,37,0,1,0.226,0.306,0.237,0.251,0.26,0.08,0.289,0.309,-0.019,-0.007,-0.014,69.6,87.2,15.7,38.6,4.3,2.9,27.1,96.80803636,92.54240108,67.5,15.5,23.1,51.5,,28
 Whit Merrifield,593160,2024,35,293,335,65,49,9,3,4,52,35,15.5,10.4,0.222,0.314,0.311,0.625,15,139,3,17,0.242,0.317,0.283,0.295,0.329,0.075,0.28,0.296,-0.02,-0.003,-0.012,63.4,84.1,12.9,34.3,2.4,3.3,21.6,94.38528708,91.22074937,66.2,11.9,18.7,45.4,-2,29
 Ronald Acuña Jr.,660670,2024,26,192,222,48,35,8,1,4,53,27,23.9,12.2,0.25,0.365,0.351,0.716,15,76,3,16,0.261,0.427,0.322,0.35,0.361,0.167,0.365,0.41,-0.011,-0.062,-0.028,76.8,92.2,8.5,31.7,9.4,6.5,48.2,103.0647387,96.11360217,71,23,27.5,47,-3,27.7
 Alexander Canario,672744,2024,24,25,28,7,5,1,0,1,11,2,39.3,7.1,0.28,0.44,0.357,0.797,2,11,0,1,0.201,0.373,0.35,0.293,0.287,0.171,0.551,0.437,0.079,0.067,0.057,78,88,10.8,28.6,14.3,7.1,42.9,102.8030729,95.40153643,63.8,35.1,44.7,46.5,1,27.2
 Dominic Smith,642086,2024,29,275,307,64,36,22,0,6,76,28,24.8,9.1,0.233,0.378,0.313,0.691,34,141,1,1,0.219,0.383,0.306,0.302,0.301,0.164,0.36,0.355,0.014,-0.005,0.004,68.8,89.3,13,37.7,10.6,7,38.7,98.76907414,93.72974051,65.1,19.2,25.3,45.3,,25.6
 Trea Turner,607208,2024,31,505,539,149,103,25,0,21,98,27,18.2,5,0.295,0.469,0.338,0.807,62,197,4,19,0.264,0.419,0.349,0.318,0.309,0.155,0.405,0.364,0.031,0.05,0.031,71.6,89.1,11.5,30.9,6.9,5.6,40.7,99.70606338,94.07310754,74.8,14.2,26.1,53.7,,29.6
 Josh Bell,605137,2024,31,538,603,134,90,23,2,19,120,51,19.9,8.5,0.249,0.405,0.319,0.724,71,221,1,0,0.235,0.391,0.317,0.307,0.307,0.157,0.357,0.343,0.014,0.014,0.01,70.4,88.9,10.5,31.4,7.6,6.2,40.1,100.0787113,94.16958744,73.4,18.8,26.8,48.8,,25.4
