Name,player_id,year,player_age,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent
 Richard Lovelady,663992,2024,28,147,132,34,25,6,0,3,26,11,17.7,7.5,0.258,0.371,0.322,0.693,0.27,0.416,0.304,0.328,0.333,0.147,0.334,0.367,-0.012,-0.045,-0.024,72,89.5,7.6,31.5,8.3,2.8,46.3,77.18911302,95.20170302,69,17.3,23.6,48.9
 Jordan Montgomery,656756,2024,31,532,478,149,92,40,3,14,83,44,15.6,8.3,0.312,0.496,0.369,0.865,0.287,0.443,0.37,0.347,0.349,0.156,0.413,0.382,0.025,0.053,0.023,72,88.6,12.2,36.6,6,8.2,41,77.21272223,94.21828914,70.3,17.7,26.9,49.6
 Carlos Rodriguez,692230,2024,22,57,52,19,14,1,1,3,9,3,15.8,5.3,0.365,0.596,0.393,0.989,0.327,0.496,0.418,0.375,0.361,0.169,0.485,0.43,0.038,0.1,0.043,70.6,87.4,17.9,46.7,4.4,8.9,37.8,76.67037455,93.10216432,72.7,13.8,19.3,48.9
 Tyler Duffey,608648,2024,33,42,32,7,4,3,0,0,10,8,23.8,19,0.219,0.313,0.381,0.694,0.213,0.342,0.322,0.35,0.387,0.128,0.317,0.369,0.006,-0.029,-0.028,70.7,89.1,15.8,34.8,13,13,52.2,77.9531175,95.34698304,56.5,11.5,23.9,37.6
 Hunter Gaddis,683769,2024,26,278,259,43,23,14,2,4,66,14,23.7,5,0.166,0.282,0.219,0.501,0.2,0.334,0.22,0.257,0.251,0.135,0.254,0.306,-0.034,-0.052,-0.037,71.5,88.5,18.8,29.9,5.7,7.2,36.6,78.24385866,93.41174454,69.5,19.2,25,51.6
 Griffin Jax,643377,2024,29,276,256,47,33,7,3,4,95,15,34.4,5.4,0.184,0.281,0.234,0.515,0.187,0.306,0.227,0.24,0.237,0.12,0.314,0.336,-0.003,-0.025,-0.013,70.9,88.2,6.3,23.9,8,3.7,38.7,77.10138395,93.86243019,65.8,24.4,37.8,52.1
 Hunter Bigge,685801,2024,26,73,68,17,13,1,1,2,24,5,32.9,6.8,0.25,0.382,0.301,0.683,0.243,0.409,0.299,0.307,0.295,0.166,0.418,0.431,0.007,-0.027,-0.008,71.1,90.5,19,45.5,11.4,9.1,52.3,80.33305591,95.13835432,74.3,24.5,34,52
 Pierce Johnson,572955,2024,33,236,209,48,33,8,1,6,67,25,28.4,10.6,0.23,0.364,0.318,0.682,0.224,0.368,0.302,0.302,0.313,0.145,0.373,0.373,0.006,-0.004,0,71.5,89.4,11.7,33.8,8.5,6.3,39.4,79.0014093,94.0271843,61,18.8,28.1,45.1
 Hunter Stratton,676702,2024,27,158,145,37,26,8,0,3,33,7,20.9,4.4,0.255,0.372,0.303,0.675,0.233,0.354,0.297,0.282,0.282,0.122,0.349,0.327,0.022,0.018,0.015,71.5,87.3,19.4,32.2,6.1,3.5,31.3,76.05360375,93.39773369,72.1,19.3,27.4,52.3
 Taj Bradley,671737,2024,23,578,519,122,77,22,1,22,154,47,26.6,8.1,0.235,0.408,0.3,0.708,0.231,0.417,0.308,0.314,0.298,0.187,0.384,0.394,0.004,-0.009,-0.006,71.6,91.2,13.3,34.9,10.2,9.4,42.9,81.55694255,94.76637592,71.5,18.8,27.4,50.7
 Sammy Peralta,671111,2024,26,72,65,21,14,4,1,2,11,7,15.3,9.7,0.323,0.508,0.389,0.897,0.332,0.594,0.387,0.423,0.397,0.262,0.427,0.475,-0.009,-0.086,-0.036,71.6,91.1,8.1,40.7,13,9.3,50,80.25548778,95.65900944,61.4,16.3,19,42.9
 Michel Otañez,671305,2024,26,151,126,27,20,5,0,2,55,20,36.4,13.2,0.214,0.302,0.331,0.633,0.15,0.22,0.291,0.246,0.282,0.071,0.384,0.291,0.064,0.082,0.045,71,86.3,15.2,35.6,4.1,12.3,32.9,75.72396054,92.54920301,66.3,27.9,39.9,46.8
 A.J. Minter,621345,2024,30,134,121,24,16,2,0,6,35,11,26.1,8.2,0.198,0.364,0.271,0.635,0.208,0.367,0.277,0.283,0.279,0.159,0.336,0.346,-0.01,-0.003,-0.006,71.9,87.3,15.3,26.4,6.9,4.6,33.3,75.61160767,93.75628259,72.6,18.9,28.4,52.7
 Tommy Kahnle,592454,2024,34,179,158,30,16,9,0,5,46,19,25.7,10.6,0.19,0.342,0.285,0.627,0.203,0.334,0.278,0.284,0.297,0.131,0.318,0.328,-0.013,0.008,-0.006,71.8,86.2,3.7,24.1,6.3,3.6,32.1,74.11951364,93.096771,69.1,23,36,47.7
 Kyle Nelson,669459,2024,27,42,37,8,5,1,0,2,8,4,19,9.5,0.216,0.405,0.286,0.691,0.314,0.5,0.289,0.365,0.372,0.186,0.325,0.43,-0.098,-0.095,-0.076,72.3,91,16.2,40,6.7,13.3,53.3,79.6126,95.550509,67.1,12.7,23,51
 Gavin Williams,668909,2024,24,332,293,72,45,17,3,7,79,32,23.8,9.6,0.246,0.396,0.323,0.719,0.248,0.39,0.315,0.317,0.327,0.142,0.369,0.372,-0.002,0.006,-0.002,71.1,90.8,13.2,32.1,6.9,6.4,44,80.79236092,94.86783664,69.2,19.1,24.8,49.2
 Brett de Geus,676969,2024,26,52,44,14,9,4,1,0,7,4,13.5,7.7,0.318,0.455,0.412,0.867,0.279,0.369,0.382,0.339,0.378,0.091,0.393,0.335,0.039,0.086,0.043,70.1,86.4,5.3,42.1,2.6,10.5,34.2,74.83828053,93.1968673,62.5,13.3,18.4,44.8
 Randy Dobnak,677976,2024,29,45,40,11,7,2,1,1,7,5,15.6,11.1,0.275,0.45,0.356,0.806,0.274,0.385,0.343,0.323,0.354,0.111,0.373,0.347,0.001,0.065,0.02,70.9,89.2,8.4,30.3,6.1,0,30.3,79.06773188,93.88578719,68.6,8.5,17.3,44.3
 Austin Warren,681810,2024,28,42,37,9,7,1,0,1,7,5,16.7,11.9,0.243,0.351,0.333,0.684,0.251,0.414,0.308,0.332,0.34,0.163,0.316,0.35,-0.008,-0.063,-0.024,68.4,84.3,11.4,33.3,6.7,3.3,26.7,71.880104,92.34158833,69.6,17.2,19.3,48
 Eli Morgan,669212,2024,28,167,152,30,18,7,1,4,34,11,20.4,6.6,0.197,0.336,0.255,0.591,0.2,0.3,0.256,0.247,0.257,0.1,0.289,0.276,-0.003,0.036,0.009,70.9,85.2,17.6,28.9,2.5,5.8,28.1,74.09947267,92.24919933,69.6,16.5,24.9,53.4
 Deivi García,665620,2024,25,68,56,16,13,1,0,2,15,11,22.1,16.2,0.286,0.411,0.397,0.808,0.235,0.4,0.354,0.331,0.356,0.165,0.4,0.363,0.051,0.011,0.023,71.1,89.4,20,38.1,7.1,7.1,35.7,80.39746905,93.21380071,65.6,25,32.8,42
 Guillo Zuñiga,670871,2024,25,76,66,16,9,1,1,5,12,8,15.8,10.5,0.242,0.515,0.329,0.844,0.236,0.413,0.35,0.313,0.324,0.177,0.382,0.333,0.006,0.102,0.037,70.6,90.5,14.4,32.7,7.3,12.7,49.1,80.26526821,94.94260055,67.2,10,20.5,45
 Jared Shuster,694363,2024,25,321,283,74,51,13,1,9,56,33,17.4,10.3,0.261,0.41,0.333,0.743,0.267,0.422,0.324,0.333,0.339,0.155,0.35,0.363,-0.006,-0.012,-0.009,71.2,87.5,17.6,37.9,7.3,3.9,31.9,76.89012739,93.04639895,72.4,15.5,23.4,47.3
 Mason Miller,695243,2024,25,249,225,36,25,5,0,6,104,21,41.8,8.4,0.16,0.262,0.233,0.495,0.15,0.225,0.218,0.206,0.227,0.076,0.33,0.306,0.01,0.037,0.012,70.4,86.1,17.9,28.5,5.7,4.9,32.5,74.73769048,92.8014413,66.9,29.1,40.1,52.3
 Beau Brieske,689225,2024,26,282,246,55,36,11,3,5,69,30,24.5,10.6,0.224,0.354,0.31,0.664,0.216,0.331,0.291,0.283,0.305,0.115,0.336,0.324,0.008,0.023,0.008,71.3,89,14.8,31.5,5.5,6.6,35.9,78.89535067,93.9409239,69.3,18.3,23.9,48.6
 Shaun Anderson,641312,2024,29,85,82,34,21,9,1,3,10,1,11.8,1.2,0.415,0.659,0.424,1.083,0.341,0.555,0.458,0.388,0.355,0.214,0.514,0.432,0.074,0.104,0.07,71.7,91.6,15.7,42.5,11,8.2,41.1,83.50631583,94.50959097,69.3,7.5,13.6,51.2
 Lance Lynn,458681,2024,37,511,458,113,75,21,1,16,109,44,21.3,8.6,0.247,0.402,0.316,0.718,0.262,0.453,0.314,0.34,0.33,0.191,0.359,0.397,-0.015,-0.051,-0.026,71.8,88.9,17,37,10.5,6.5,39.3,77.57723469,94.25937946,73.4,20,24.1,48.4
 Justin Verlander,434378,2024,41,396,358,98,67,14,2,15,74,27,18.7,6.8,0.274,0.45,0.331,0.781,0.234,0.389,0.337,0.301,0.297,0.155,0.383,0.333,0.04,0.061,0.036,71,88.6,20.9,39.1,6.9,8,32.5,78.65458569,93.34992927,69.9,17.2,21.3,48.7
 Jordan Wicks,696136,2024,24,212,189,55,35,10,1,9,42,20,19.8,9.4,0.291,0.497,0.365,0.862,0.266,0.45,0.373,0.347,0.343,0.183,0.432,0.394,0.025,0.047,0.026,71.2,89.4,14.9,35.8,8.8,7.4,39.9,78.57055562,94.33150918,72.2,15.3,23.4,50.2
 Erik Miller,669062,2024,26,284,244,50,32,9,2,7,87,38,30.6,13.4,0.205,0.344,0.313,0.657,0.19,0.298,0.296,0.276,0.301,0.108,0.361,0.326,0.015,0.046,0.02,70.6,89.5,10.7,25.3,7,3.2,41.1,79.08203359,94.20813417,65.3,23.4,30.6,43.5
 Jesus Tinoco,622786,2024,29,162,147,27,20,3,1,3,42,12,25.9,7.4,0.184,0.279,0.259,0.538,0.21,0.345,0.241,0.279,0.284,0.134,0.277,0.335,-0.026,-0.066,-0.038,71,87.1,13,28.6,6.7,4.8,33.3,75.88919769,93.22449375,68.5,22.3,26.4,48.8
 Dillon Tate,622253,2024,30,164,147,42,32,8,0,2,27,12,16.5,7.3,0.286,0.381,0.354,0.735,0.244,0.361,0.326,0.303,0.317,0.117,0.35,0.319,0.042,0.02,0.023,71.6,87.5,8.2,32.2,5,4.1,30.6,76.936454,93.00460883,63.4,10.7,19.3,45.8
 Nick Vespi,663989,2024,28,49,45,10,5,4,0,1,9,3,18.4,6.1,0.222,0.378,0.265,0.643,0.247,0.399,0.276,0.296,0.29,0.153,0.31,0.338,-0.025,-0.021,-0.02,71.3,89.1,14.4,32.4,5.4,10.8,35.1,78.95807056,93.83852472,65.9,13.8,25,52.1
 Jeffrey Springs,605488,2024,31,142,129,34,24,5,0,5,37,11,26.1,7.7,0.264,0.419,0.324,0.743,0.227,0.367,0.324,0.297,0.295,0.14,0.405,0.364,0.037,0.052,0.027,71.3,89.3,15.9,38.7,9.7,8.6,46.2,79.04063587,94.02731467,70.7,19.5,29.9,48.5
 Drew Smith,622098,2024,30,79,68,18,11,4,1,2,23,9,29.1,11.4,0.265,0.441,0.342,0.783,0.23,0.397,0.337,0.324,0.327,0.167,0.434,0.415,0.035,0.044,0.013,71.9,91.6,24.9,38.3,10.6,4.3,38.3,82.67748522,94.75500348,75.4,24.6,31,53
 Garrett Whitlock,676477,2024,28,75,66,14,9,4,0,1,17,7,22.7,9.3,0.212,0.318,0.297,0.615,0.254,0.399,0.278,0.326,0.335,0.146,0.306,0.381,-0.042,-0.081,-0.048,71.8,89.4,10.6,44,6,8,36,79.30985667,94.01679271,62.7,9.1,17,45.8
 Gregory Soto,642397,2024,29,244,206,56,40,10,2,4,65,27,26.6,11.1,0.272,0.398,0.374,0.772,0.236,0.372,0.34,0.322,0.348,0.136,0.414,0.384,0.036,0.026,0.018,70.6,88.6,6.2,34.7,7.6,4.9,43.8,77.25008,94.26132113,64.9,17.8,31,47.1
 Rhett Lowder,695076,2024,22,128,114,25,23,2,0,0,22,14,17.2,10.9,0.219,0.237,0.305,0.542,0.267,0.37,0.253,0.321,0.347,0.103,0.248,0.341,-0.048,-0.133,-0.068,72,90.2,12.5,34.8,3.3,6.5,41.3,80.4595487,94.31080066,70.1,18,20.1,47
 Luis Guerrero,692285,2024,23,36,33,6,5,1,0,0,9,2,25,5.6,0.182,0.212,0.222,0.434,0.193,0.265,0.196,0.257,0.251,0.073,0.227,0.315,-0.011,-0.053,-0.061,70.8,86.3,18.9,28,8,8,36,74.31849167,93.1510175,66.2,22.2,26.6,48.1
 Reed Garrett,657585,2024,31,247,212,50,35,9,0,6,83,30,33.6,12.1,0.236,0.363,0.333,0.696,0.2,0.307,0.31,0.278,0.303,0.107,0.416,0.356,0.036,0.056,0.032,71.4,87.5,13.5,28,5.3,4.5,37.1,75.59746769,93.73507439,64.1,24,37.6,45.9
 Slade Cecconi,677944,2024,25,338,313,92,52,23,1,16,64,17,18.9,5,0.294,0.527,0.335,0.862,0.256,0.448,0.366,0.327,0.304,0.193,0.433,0.38,0.038,0.079,0.039,71.2,89,17.9,36,10.3,7.9,36.4,78.3622732,94.00537422,68,15.2,19.6,49
 Caleb Ferguson,657571,2024,27,249,219,56,39,11,0,6,67,25,26.9,10,0.256,0.388,0.341,0.729,0.243,0.371,0.322,0.313,0.332,0.128,0.395,0.381,0.013,0.017,0.009,71,88.2,9.9,35.9,6.5,3.3,37.3,76.92021961,93.76948533,65.5,17.2,26.6,47.1
 Max Fried,608331,2024,30,714,645,146,116,16,1,13,166,57,23.2,8,0.226,0.315,0.295,0.61,0.245,0.358,0.273,0.299,0.312,0.113,0.312,0.349,-0.019,-0.043,-0.026,71.2,86.3,3,30.4,5,4.3,34.6,73.87129218,93.36271584,63.8,15.7,24.1,45.9
 Yennier Cano,666974,2024,30,249,223,54,38,9,1,6,65,24,26.1,9.6,0.242,0.372,0.317,0.689,0.233,0.361,0.303,0.299,0.311,0.128,0.369,0.362,0.009,0.011,0.004,71.7,89.9,-1.9,25.8,6.3,5.7,43.4,79.02718013,94.69448733,67.5,17.6,27.7,48.4
 Jacob Barnes,606930,2024,34,277,252,67,43,13,1,10,55,20,19.9,7.2,0.266,0.444,0.314,0.758,0.277,0.465,0.323,0.339,0.328,0.188,0.378,0.4,-0.011,-0.021,-0.016,71.9,89,12.8,43.6,6.4,8.9,41.6,78.39790485,94.02771891,72.1,16.5,25.1,49.2
 Grant Holman,680880,2024,24,73,63,17,13,3,0,1,16,9,21.9,12.3,0.27,0.365,0.37,0.735,0.223,0.286,0.327,0.28,0.329,0.063,0.368,0.297,0.047,0.079,0.047,70.9,84.3,17.1,29.8,0,4.3,25.5,72.17652792,92.35533489,74.6,17.6,28.5,46.9
 Tyler Rogers,643511,2024,33,290,273,67,46,14,0,7,51,6,17.6,2.1,0.245,0.374,0.278,0.652,0.237,0.339,0.281,0.27,0.273,0.102,0.324,0.309,0.008,0.035,0.011,70.1,85.2,7.5,24.9,4.4,3.1,31.1,73.0390233,92.70492576,70.1,16,18.6,53
 Martín Pérez,527048,2024,33,590,533,151,101,28,0,22,107,49,18.1,8.3,0.283,0.46,0.349,0.809,0.278,0.468,0.351,0.353,0.344,0.191,0.396,0.399,0.005,-0.008,-0.002,72.5,89,11.2,34.3,8.6,7.9,41.5,76.89241338,94.74982906,64.7,13.7,21,46
 Davis Martin,663436,2024,27,220,192,50,40,5,0,5,47,23,21.4,10.5,0.26,0.365,0.355,0.72,0.225,0.363,0.324,0.31,0.324,0.138,0.357,0.336,0.035,0.002,0.014,71.7,87.9,11.9,26.2,7.6,4.8,37.9,76.24837819,93.83917479,69.2,15.9,27,48.5
 Tyler Alexander,641302,2024,29,455,419,110,66,20,1,23,90,24,19.8,5.3,0.263,0.48,0.307,0.787,0.259,0.463,0.335,0.332,0.306,0.204,0.395,0.391,0.004,0.017,0.003,72,88.4,21,36.6,9.8,7.4,37.2,77.46755418,93.86658133,67,16.7,20.1,50
 Keegan Thompson,624522,2024,29,127,107,19,11,4,1,3,36,18,28.3,14.2,0.178,0.318,0.294,0.612,0.223,0.397,0.277,0.325,0.333,0.173,0.312,0.396,-0.045,-0.079,-0.048,71.1,90.6,12.9,41.7,12.5,5.6,47.2,80.07742111,94.99014306,68.1,17.9,28.2,45.5
 Nick Mears,683232,2024,27,256,228,61,41,13,0,7,75,24,29.3,9.4,0.268,0.417,0.332,0.749,0.217,0.356,0.324,0.283,0.288,0.139,0.426,0.358,0.051,0.061,0.041,70.9,88.1,14.3,38.2,7,7.6,33.1,77.69552899,93.30487344,66.1,20.9,28.5,49.5
 Grant Anderson,681982,2024,27,120,109,33,21,1,0,11,29,10,24.2,8.3,0.303,0.615,0.367,0.982,0.26,0.498,0.409,0.347,0.328,0.238,0.529,0.438,0.043,0.117,0.062,71.4,89,18.5,28.7,10,7.5,41.3,77.1870735,94.5979725,62.9,20.5,25.7,45.1
 John King,667463,2024,29,248,225,58,47,6,0,5,38,14,15.3,5.6,0.258,0.351,0.296,0.647,0.252,0.382,0.28,0.303,0.299,0.13,0.305,0.334,0.006,-0.031,-0.023,71.4,88.5,1.2,27.2,6.2,5.1,36.9,77.76539208,93.8159513,69.1,10.9,17.5,50.6
 Tyler Zuber,676604,2024,29,15,13,3,2,0,0,1,4,2,26.7,13.3,0.231,0.462,0.333,0.795,0.157,0.409,0.346,0.298,0.27,0.252,0.424,0.344,0.074,0.053,0.048,70.9,90.5,34.1,11.1,11.1,11.1,22.2,83.079844,93.46154556,62.2,17.4,20.7,38.7
 Alex Vesia,681911,2024,28,263,223,33,16,9,1,7,87,33,33.1,12.5,0.148,0.291,0.26,0.551,0.157,0.319,0.246,0.26,0.267,0.163,0.302,0.328,-0.009,-0.028,-0.014,71.5,87.5,30,29.3,12.1,3.6,35,76.24616485,93.46804103,70,26.2,31.3,47.5
 Tyler Mahle,641816,2024,29,56,50,14,10,2,1,1,10,4,17.9,7.1,0.28,0.42,0.339,0.759,0.251,0.358,0.329,0.301,0.318,0.107,0.365,0.326,0.029,0.062,0.028,71.8,88.8,16.3,29.3,4.9,7.3,34.1,77.7512375,94.04452775,68.2,25.3,25.2,48.5
 Brent Honeywell Jr.,641703,2024,29,150,132,32,21,8,0,3,18,12,12,8,0.242,0.371,0.311,0.682,0.281,0.422,0.3,0.339,0.347,0.141,0.299,0.348,-0.039,-0.051,-0.039,70.2,88.3,14,39,5.1,8.5,39.8,77.16560121,93.88412129,67.7,10.8,15.3,46.2
 Riley Pint,666207,2024,26,22,15,5,3,0,0,2,7,5,31.8,22.7,0.333,0.733,0.545,1.278,0.209,0.447,0.529,0.411,0.461,0.238,0.843,0.519,0.124,0.286,0.118,72.5,91.1,23,50,12.5,12.5,37.5,82.28391,94.35225625,41.9,33.3,36,24.5
 Yency Almonte,622075,2024,30,67,56,9,6,1,1,1,20,8,29.9,11.9,0.161,0.268,0.284,0.552,0.199,0.307,0.249,0.283,0.316,0.108,0.275,0.336,-0.038,-0.039,-0.034,71.5,84.5,14.5,32.4,8.1,5.4,32.4,72.42597263,92.64086649,57.9,13.6,30.9,41.2
 Yilber Díaz,700270,2024,23,119,105,27,17,5,2,3,19,12,16,10.1,0.257,0.429,0.328,0.757,0.282,0.425,0.327,0.343,0.353,0.143,0.348,0.37,-0.025,0.004,-0.016,71.8,91.3,15.4,38.6,4.5,5.7,45.5,81.96796614,94.98622678,66.1,12,20.1,43.5
 Brandon Leibrandt,605335,2024,31,32,30,11,8,0,0,3,5,2,15.6,6.3,0.367,0.667,0.406,1.073,0.241,0.396,0.456,0.3,0.289,0.155,0.528,0.328,0.126,0.271,0.156,71.5,89.1,9.9,24,12,0,36,80.65203231,92.9800128,73,15.2,25,51.3
 Brady Singer,663903,2024,27,762,693,175,116,34,3,22,170,54,22.3,7.1,0.253,0.405,0.315,0.72,0.267,0.426,0.316,0.331,0.329,0.159,0.372,0.395,-0.014,-0.021,-0.015,71.7,88.9,8.9,35.6,8,5.9,41.7,77.27500158,94.4311359,64.9,13.7,25.1,44.7
 Seranthony Dominguez,622554,2024,29,255,231,52,31,8,1,12,68,21,26.7,8.2,0.225,0.424,0.294,0.718,0.209,0.394,0.312,0.296,0.28,0.186,0.388,0.363,0.016,0.03,0.016,71.5,86.9,16.3,35.4,12.2,4.3,32.9,75.34808235,93.23032327,68.7,17,26.4,47.4
 Jorge Alcala,660896,2024,28,235,210,40,23,8,1,8,58,20,24.7,8.5,0.19,0.352,0.269,0.621,0.194,0.344,0.273,0.275,0.273,0.15,0.316,0.319,-0.004,0.008,-0.002,71.3,86.6,19,32,7.2,6.5,32.7,75.35060013,92.99457329,70.3,22.5,28.1,48.9
 Cole Sands,663485,2024,26,292,267,59,43,10,0,6,85,12,29.1,4.1,0.221,0.326,0.265,0.591,0.221,0.37,0.259,0.28,0.269,0.15,0.334,0.367,0,-0.044,-0.021,71.2,89,17.6,32.8,6.3,6.9,37,78.63907677,93.95795618,68.6,19.8,26.6,50.5
 Merrill Kelly,518876,2024,35,300,277,67,39,16,1,11,63,19,21,6.3,0.242,0.426,0.294,0.72,0.263,0.47,0.311,0.34,0.314,0.207,0.366,0.405,-0.021,-0.044,-0.029,72.7,90.5,11,33.5,10.7,6,40.9,80.35668857,94.67706633,68.1,12.9,21.3,48.2
 Robert Gasser,688107,2024,25,114,106,28,25,1,0,2,16,1,14,0.9,0.264,0.33,0.283,0.613,0.252,0.332,0.268,0.265,0.273,0.08,0.295,0.292,0.012,-0.002,0.003,71.4,86,14.3,34,2.1,2.1,24.5,75.18446044,92.47251055,67.1,18.2,21.6,52.1
 Joe La Sorsa,686747,2024,26,74,66,17,13,0,0,4,14,5,18.9,6.8,0.258,0.439,0.315,0.754,0.258,0.45,0.321,0.327,0.316,0.192,0.371,0.379,0,-0.011,-0.006,72.4,86.6,15.2,31.5,9.3,7.4,33.3,73.51856539,93.95343981,64.2,6.9,11,46.9
 Tommy Nance,667297,2024,33,93,81,18,11,4,1,2,19,9,20.4,9.7,0.222,0.37,0.304,0.674,0.248,0.407,0.288,0.324,0.335,0.159,0.324,0.376,-0.026,-0.037,-0.036,71.2,87.3,7.9,39.1,12.5,4.7,35.9,76.03967,93.38438887,61,9.6,26.4,43.5
 Aaron Civale,650644,2024,29,689,627,158,98,31,0,29,149,52,21.6,7.5,0.252,0.44,0.314,0.754,0.243,0.393,0.327,0.309,0.308,0.151,0.385,0.359,0.009,0.047,0.018,71.6,89.4,17.2,36.5,7.3,9.8,39.4,79.15200724,94.00241371,64.4,13.3,21.9,45.2
 JT Chargois,608638,2024,33,146,131,24,15,3,0,6,30,13,20.5,8.9,0.183,0.344,0.267,0.611,0.238,0.428,0.269,0.323,0.316,0.19,0.29,0.368,-0.055,-0.084,-0.054,71,89.7,16.3,38.6,7.9,8.9,41.6,79.27400863,94.21804555,67.9,14.8,23.7,47.1
 Yohan Ramírez,670990,2024,29,208,175,49,34,9,2,4,45,17,21.6,8.2,0.28,0.423,0.379,0.802,0.252,0.386,0.351,0.328,0.356,0.134,0.399,0.364,0.028,0.037,0.023,71.6,88.5,12.2,29.9,6.7,6,34.3,77.59740154,93.79945093,59.8,15.7,24.8,42.1
 José Ruiz,614179,2024,29,217,196,51,35,8,0,8,52,17,24,7.8,0.26,0.423,0.318,0.741,0.253,0.406,0.32,0.313,0.314,0.153,0.39,0.381,0.007,0.017,0.007,71,90.7,12.4,28.6,8.2,6.1,42.2,80.89727329,94.63761566,70.8,16.9,27.6,50.8
 Clayton Kershaw,477132,2024,36,133,119,36,26,7,1,2,24,9,18,6.8,0.303,0.429,0.353,0.782,0.287,0.407,0.336,0.329,0.346,0.12,0.382,0.373,0.016,0.022,0.007,72.5,90.4,14.1,38.8,4.1,8.2,40.8,79.44412408,94.90312443,69.4,13,21.7,50.2
 Luis García,472610,2024,37,254,235,61,40,13,0,8,53,15,20.9,5.9,0.26,0.417,0.311,0.728,0.235,0.378,0.314,0.292,0.29,0.143,0.371,0.342,0.025,0.039,0.022,71.6,88.7,6.3,33.9,7.1,6,39.3,77.19215522,94.28469109,67.4,12.3,24,49.7
 Ryan Loutos,702795,2024,25,10,9,2,1,1,0,0,0,1,0,10,0.222,0.333,0.3,0.633,0.117,0.185,0.283,0.185,0.205,0.068,0.237,0.129,0.105,0.148,0.098,69.9,85.4,15,11.1,0,11.1,22.2,77.651626,91.11394889,64.7,9.1,14.3,40
 Max Lazar,676661,2024,25,54,52,13,7,4,0,2,9,2,16.7,3.7,0.25,0.442,0.278,0.72,0.3,0.452,0.309,0.338,0.326,0.151,0.356,0.392,-0.05,-0.01,-0.029,71.3,93.6,11.4,41.9,4.7,9.3,44.2,85.31399286,95.55478905,67.6,10.7,20,49.1
 Seth Martinez,661527,2024,29,222,199,49,29,12,1,7,36,18,16.2,8.1,0.246,0.422,0.321,0.743,0.246,0.387,0.323,0.312,0.321,0.141,0.347,0.332,0,0.035,0.011,71.3,88.4,16.4,31.1,6.7,7.3,40.2,77.58380563,93.89101421,67,17.4,23,45.7
 Isaac Mattson,676755,2024,28,23,17,1,1,0,0,0,6,5,26.1,21.7,0.059,0.059,0.304,0.363,0.225,0.33,0.219,0.359,0.427,0.106,0.08,0.372,-0.166,-0.271,-0.14,69.1,83.3,6.8,36.4,9.1,9.1,27.3,69.98930833,93.35315455,66.7,18.8,23.9,46
 Scott Barlow,605130,2024,31,241,204,44,27,11,0,6,68,31,28.2,12.9,0.216,0.358,0.328,0.686,0.231,0.363,0.306,0.315,0.341,0.131,0.362,0.378,-0.015,-0.005,-0.009,70.8,86.2,9,33.3,5.8,2.9,32.6,73.84679246,93.29885116,64.5,19.4,33.6,42.6
 Edgardo Henriquez,683618,2024,22,14,12,2,2,0,0,0,5,2,35.7,14.3,0.167,0.167,0.286,0.453,0.075,0.111,0.224,0.167,0.207,0.036,0.252,0.137,0.092,0.056,0.057,69.5,84.7,27,14.3,0,14.3,14.3,76.9010175,91.06855571,60.7,23.5,25.9,45.8
 Daysbel Hernández,678226,2024,27,74,63,10,9,1,0,0,26,10,35.1,13.5,0.159,0.175,0.284,0.459,0.169,0.233,0.221,0.246,0.293,0.063,0.248,0.299,-0.01,-0.058,-0.025,70.4,85.2,19.5,27,2.7,0,27,73.80445278,92.38893333,66.4,20.2,34.8,47.9
 Louis Varland,686973,2024,26,238,214,68,48,8,0,12,49,16,20.6,6.7,0.318,0.523,0.371,0.894,0.284,0.466,0.382,0.354,0.346,0.182,0.458,0.418,0.034,0.057,0.028,71.2,90.6,11.1,41.4,8.9,7.7,45,80.28903452,94.9244982,72.8,15.8,23.2,50.7
 Braxton Garrett,666129,2024,26,161,152,40,27,8,0,5,34,4,21.1,2.5,0.263,0.414,0.304,0.718,0.268,0.438,0.313,0.324,0.309,0.17,0.374,0.389,-0.005,-0.024,-0.011,72.4,92.3,9,31.4,8.5,8.5,48.3,82.18087644,96.04205752,64.4,10,21.8,47.6
 Max Meyer,676974,2024,25,248,225,62,28,18,2,14,46,19,18.5,7.7,0.276,0.56,0.339,0.899,0.246,0.454,0.381,0.334,0.313,0.208,0.44,0.376,0.03,0.106,0.047,72.6,90.6,10.1,27.2,13.9,5,47.8,78.95799111,95.54354894,70.4,12.8,23.9,47.5
 Matt Carasiti,571539,2024,32,43,39,16,11,3,0,2,7,3,16.3,7,0.41,0.641,0.465,1.106,0.381,0.553,0.473,0.429,0.439,0.172,0.549,0.49,0.029,0.088,0.044,70.8,90.5,10.5,46.9,3.1,9.4,46.9,78.72301,95.29668438,65.6,9.8,15.5,49.4
