Name,player_id,year,player_age,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent
 Nick Pivetta,601713,2024,31,595,554,128,73,23,4,28,172,36,28.9,6.1,0.231,0.439,0.277,0.716,0.22,0.406,0.306,0.291,0.268,0.186,0.407,0.384,0.011,0.033,0.015,71.4,89.4,19.4,38.9,10.1,8,38.9,79.2257587,93.96201671,69,15.4,25.6,50.3
 Tyler Kinley,641755,2024,33,285,246,61,34,14,2,11,72,33,25.3,11.6,0.248,0.455,0.338,0.793,0.244,0.408,0.341,0.325,0.336,0.164,0.414,0.39,0.004,0.047,0.016,71.3,87.5,15.5,37.6,9,5.1,33.1,75.74942557,93.74862783,71.2,20.8,33.1,50
 Yonny Chirinos,630023,2024,30,144,127,43,26,9,1,7,25,13,17.4,9,0.339,0.591,0.41,1.001,0.248,0.427,0.425,0.333,0.331,0.179,0.487,0.358,0.091,0.164,0.092,71.6,87.6,20,33,7.8,9.7,35,76.40104431,93.54724574,65.5,15,20.7,46.8
 Ross Stripling,548389,2024,34,381,353,109,72,30,0,7,49,22,12.9,5.8,0.309,0.453,0.347,0.8,0.293,0.437,0.344,0.334,0.334,0.144,0.375,0.363,0.016,0.016,0.01,71.9,88.3,13.6,39.8,6.8,7.8,35.3,77.75511131,93.50905013,65.6,12.6,16.9,47.9
 Julio Teheran,527054,2024,33,16,14,6,4,1,0,1,3,2,18.8,12.5,0.429,0.714,0.5,1.214,0.291,0.593,0.513,0.412,0.38,0.302,0.621,0.474,0.138,0.121,0.101,74.6,89.2,19.5,36.4,9.1,18.2,45.5,76.71572333,96.13341546,72.7,20.8,25.8,45.6
 Michael Mercado,675650,2024,25,64,54,16,5,2,0,9,10,9,15.6,14.1,0.296,0.833,0.406,1.239,0.273,0.71,0.504,0.454,0.387,0.437,0.576,0.503,0.023,0.123,0.05,72.3,92.4,19.5,45.5,22.7,11.4,47.7,82.79060682,95.39034818,71.5,17.3,20.3,45.4
 Tyler Holton,663947,2024,28,354,330,57,38,10,2,7,77,17,21.8,4.8,0.173,0.279,0.222,0.501,0.215,0.331,0.221,0.26,0.261,0.116,0.25,0.304,-0.042,-0.052,-0.039,71.8,86.6,11.4,29.3,5.5,5.1,32.8,75.1545178,93.07638079,63.7,17,24.5,48.2
 Taylor Rogers,573124,2024,33,249,224,53,32,13,1,7,64,22,25.7,8.8,0.237,0.397,0.309,0.706,0.215,0.335,0.309,0.282,0.292,0.12,0.376,0.333,0.022,0.062,0.027,70.3,86.7,12.3,32.3,6.2,4.3,32.9,74.55486025,93.4377415,61.2,17.3,23.3,42.5
 Jack Kochanowicz,686799,2024,23,266,247,68,47,14,0,7,25,10,9.4,3.8,0.275,0.417,0.325,0.742,0.288,0.447,0.323,0.341,0.337,0.159,0.33,0.352,-0.013,-0.03,-0.018,71.1,90.3,3.6,29.1,6.3,4.5,44.4,79.40698257,94.98905225,72.7,11.5,15.2,53.7
 Sonny Gray,543243,2024,34,671,623,142,82,33,6,21,203,39,30.3,5.8,0.228,0.401,0.275,0.676,0.237,0.394,0.292,0.296,0.284,0.157,0.393,0.4,-0.009,0.007,-0.004,71.5,89.6,11.5,38.1,8.9,4.2,37.9,79.27640654,94.21196125,65.9,17.7,29.8,48.7
 AJ Smith-Shawver,700363,2024,21,18,16,3,3,0,0,0,4,2,22.2,11.1,0.188,0.188,0.278,0.466,0.204,0.3,0.224,0.269,0.293,0.096,0.22,0.289,-0.016,-0.112,-0.045,70.5,89.5,31.7,25,8.3,0,50,79.28629667,94.8290375,75.6,20.6,20.9,49.4
 Daniel Palencia,694037,2024,24,69,56,14,9,5,0,0,16,12,23.2,17.4,0.25,0.339,0.391,0.73,0.234,0.337,0.336,0.332,0.379,0.103,0.355,0.348,0.016,0.002,0.004,71.1,92.5,7.1,30,5,10,45,82.808318,95.60979675,66.7,21.3,28.3,45.6
 Cole Irvin,608344,2024,30,492,450,132,81,28,5,18,78,29,15.9,5.9,0.293,0.498,0.34,0.838,0.291,0.509,0.357,0.364,0.34,0.218,0.4,0.409,0.002,-0.011,-0.007,71.7,89.9,15.3,38.8,12.7,5.5,40.9,79.66717622,94.40998181,66.4,12.8,17,48.3
 Justin Bruihl,677865,2024,27,27,24,9,5,3,0,1,5,1,18.5,3.7,0.375,0.625,0.407,1.032,0.263,0.398,0.421,0.291,0.308,0.135,0.511,0.342,0.112,0.227,0.13,72.2,91.2,4.1,25,5,10,60,81.670961,95.241225,73.9,11.8,25.4,59.6
 Xzavion Curry,675540,2024,25,172,164,38,15,14,1,8,28,7,16.3,4.1,0.232,0.476,0.262,0.738,0.276,0.503,0.309,0.344,0.305,0.227,0.356,0.399,-0.044,-0.027,-0.035,72.4,89.9,25.6,38,10.9,10.2,43.1,79.56890899,94.50936832,72.6,16.9,21.1,51.2
 Blake Snell,605483,2024,31,418,373,65,45,13,1,6,145,44,34.7,10.5,0.174,0.263,0.263,0.526,0.178,0.278,0.241,0.249,0.267,0.099,0.306,0.321,-0.004,-0.015,-0.008,71.4,86.5,14.6,32.9,5.7,5.7,28.9,75.5293031,92.77237849,65.3,24.2,37.7,46
 Janson Junk,676083,2024,28,48,43,22,15,4,0,3,8,4,16.7,8.3,0.512,0.814,0.542,1.356,0.348,0.59,0.566,0.418,0.395,0.242,0.678,0.481,0.164,0.224,0.148,71.4,90.5,14.3,41.7,11.1,5.6,50,79.11739444,95.57027057,76.7,6.1,15.1,53.1
 Cody Bradford,674003,2024,26,308,293,64,41,9,4,10,70,13,22.7,4.2,0.218,0.379,0.253,0.632,0.235,0.404,0.273,0.291,0.269,0.17,0.332,0.358,-0.017,-0.025,-0.018,71.6,88.8,17.8,35.3,8.9,4.9,34.8,77.83481297,93.93879347,67.6,17.3,23.6,49.1
 Caleb Thielbar,573204,2024,37,216,188,50,35,9,0,6,53,24,24.5,11.1,0.266,0.41,0.344,0.754,0.238,0.393,0.327,0.315,0.324,0.154,0.395,0.376,0.028,0.017,0.012,70.2,88.3,16.2,34.5,10.1,5,33.8,77.09406812,93.81948861,68.7,21,24.7,48.4
 Anthony Banda,607455,2024,30,209,185,44,34,4,1,5,50,18,23.9,8.6,0.238,0.351,0.309,0.66,0.227,0.358,0.281,0.281,0.3,0.132,0.342,0.342,0.011,-0.007,0,71.1,88.3,11.9,30.9,6.5,3.6,38.8,76.74134209,94.10762985,72.2,17.9,30,52.2
 Collin Snider,676092,2024,28,169,156,36,23,8,0,5,47,13,27.8,7.7,0.231,0.378,0.29,0.668,0.251,0.4,0.288,0.307,0.309,0.149,0.372,0.402,-0.02,-0.022,-0.019,70.8,85.7,16.7,37.6,10.1,4.6,36.7,72.70245241,93.37880019,74.4,25.7,30.2,52.4
 Zac Kristofak,670219,2024,26,11,8,3,1,2,0,0,2,2,18.2,18.2,0.375,0.625,0.455,1.08,0.373,0.44,0.434,0.386,0.454,0.067,0.484,0.409,0.002,0.185,0.048,70.9,95.3,4.2,28.6,0,0,57.1,88.8696075,97.40777429,52.9,22.2,40,38.5
 Joey Estes,683155,2024,22,543,501,130,71,34,2,23,92,27,16.9,5,0.259,0.473,0.308,0.781,0.245,0.453,0.333,0.324,0.296,0.208,0.376,0.363,0.014,0.02,0.009,72,89.5,25.4,37.2,9.7,9.4,39.6,79.1148759,94.15426483,75.6,15.1,19.2,55.5
 Grayson Rodriguez,680570,2024,24,491,449,109,68,24,2,15,130,36,26.5,7.3,0.243,0.405,0.305,0.71,0.23,0.386,0.31,0.299,0.294,0.156,0.387,0.37,0.013,0.019,0.011,71.4,89.2,13.4,36.9,7.8,7.2,39.7,78.51259006,94.10669484,68.4,21.6,30,50.2
 Manuel Rodríguez,655889,2024,27,158,137,29,22,4,0,3,34,11,21.5,7,0.212,0.307,0.292,0.599,0.235,0.329,0.268,0.286,0.313,0.095,0.294,0.321,-0.023,-0.022,-0.018,71,88.7,11,30.2,2.8,4.7,34.9,77.48056327,94.09405308,68.2,15.4,26.6,48.4
 Roansy Contreras,672710,2024,24,298,259,63,38,14,0,11,56,31,18.8,10.4,0.243,0.425,0.33,0.755,0.259,0.441,0.322,0.34,0.347,0.181,0.357,0.383,-0.016,-0.016,-0.018,71.5,89.8,11.3,32.9,9.7,6.3,43.5,79.51726255,94.47375397,65.9,13.2,20.9,47.5
 Génesis Cabrera,650893,2024,27,271,235,63,42,11,0,10,50,29,18.5,10.7,0.268,0.443,0.348,0.791,0.248,0.399,0.338,0.322,0.336,0.151,0.377,0.355,0.02,0.044,0.016,71.4,89.8,14.1,33.7,7.4,5.8,41.1,79.69690394,94.18937941,71.7,19.1,26.1,48.6
 Joe Jiménez,641729,2024,29,277,248,45,34,9,0,2,82,23,29.6,8.3,0.181,0.242,0.26,0.502,0.182,0.278,0.23,0.247,0.263,0.097,0.27,0.298,-0.001,-0.036,-0.017,71.6,87.8,16.3,29.8,4.8,6.5,32.7,77.81849976,92.99504479,68.7,20.3,32.9,51.4
 Jack Flaherty,656427,2024,28,649,605,135,88,18,5,24,194,38,29.9,5.9,0.223,0.388,0.273,0.661,0.233,0.38,0.288,0.292,0.284,0.147,0.382,0.391,-0.01,0.008,-0.004,71.4,88.4,14,36.1,7.7,4.8,35.9,77.44586236,93.77647899,65,21.1,32.1,46.2
 Peter Lambert,663567,2024,27,280,242,73,50,12,4,7,50,29,17.9,10.4,0.302,0.471,0.374,0.845,0.264,0.393,0.362,0.325,0.345,0.13,0.405,0.353,0.038,0.078,0.037,71.8,88.1,16.1,38.9,6.1,6.6,36.9,77.41834141,93.39143234,71.3,13.2,22,48
 Joe Musgrove,605397,2024,31,410,375,94,59,21,0,14,101,23,24.6,5.6,0.251,0.419,0.31,0.729,0.248,0.421,0.317,0.321,0.309,0.174,0.388,0.393,0.003,-0.002,-0.004,71.5,90.3,13.8,35.5,10.5,6.2,40.6,80.59920174,94.1443128,66.2,19.8,28.3,47.4
 Hunter Harvey,640451,2024,29,219,197,51,26,19,1,5,55,16,25.1,7.3,0.259,0.442,0.33,0.772,0.279,0.454,0.333,0.347,0.349,0.175,0.413,0.434,-0.02,-0.012,-0.014,71.4,90.4,10.9,37.8,9.1,9.8,48.3,79.35715296,95.30497511,68.9,22.8,27.1,51.3
 Jackson Stephens,623451,2024,30,17,15,5,4,0,0,1,2,1,11.8,5.9,0.333,0.533,0.412,0.945,0.255,0.449,0.411,0.346,0.343,0.194,0.429,0.343,0.078,0.084,0.065,70.6,84.8,33.2,30.8,7.7,7.7,30.8,74.33546714,92.58732308,75,16.7,17.9,54.9
 Chris Martin,455119,2024,38,180,170,47,39,3,0,5,50,3,27.8,1.7,0.276,0.382,0.298,0.68,0.257,0.369,0.293,0.287,0.286,0.112,0.397,0.388,0.019,0.013,0.006,71.2,88.5,9.4,35.8,4.1,4.9,35,77.54772733,93.92516183,68.9,19.4,23.9,54
 Stephen Kolek,663568,2024,27,211,195,59,46,9,0,4,39,12,18.5,5.7,0.303,0.41,0.352,0.762,0.279,0.405,0.336,0.325,0.331,0.126,0.385,0.37,0.024,0.005,0.011,70.5,88.1,3.6,30.8,3.8,5.8,41,76.11893421,94.21367092,67.4,14.8,21.1,49.3
 Adam Cimber,643256,2024,33,107,85,20,16,3,0,1,19,14,17.8,13.1,0.235,0.306,0.377,0.683,0.256,0.39,0.313,0.357,0.399,0.134,0.297,0.367,-0.021,-0.084,-0.044,71.4,88.3,10,42.6,8.8,4.4,35.3,77.61075059,93.67800284,65.2,11.5,16.3,42.8
 Chayce McDermott,694646,2024,25,18,15,5,4,0,0,1,3,2,16.7,11.1,0.333,0.533,0.389,0.922,0.323,0.59,0.386,0.416,0.398,0.267,0.429,0.47,0.01,-0.057,-0.03,68.5,96.6,13.3,15.4,7.7,7.7,69.2,91.05485429,97.47669231,76.9,16.7,25.6,52.4
 Chris Stratton,608717,2024,33,257,214,53,33,13,2,5,44,33,17.1,12.8,0.248,0.397,0.348,0.745,0.255,0.398,0.326,0.341,0.361,0.144,0.334,0.357,-0.007,-0.001,-0.015,71.6,87.1,11,39,8.5,7.9,37.9,75.07138284,93.60808546,63.3,14.7,20.6,42.9
 Andre Pallante,669467,2024,25,509,458,110,81,21,0,8,94,48,18.5,9.4,0.24,0.338,0.315,0.653,0.232,0.328,0.293,0.288,0.309,0.096,0.314,0.308,0.008,0.01,0.005,71.6,87.4,1.1,24.4,3.3,5.2,38.1,75.33976699,93.7957248,67.7,11.6,19.8,46.4
 Scott Alexander Jr.,518397,2024,34,160,139,31,21,7,0,3,31,15,19.4,9.4,0.223,0.338,0.304,0.642,0.247,0.4,0.268,0.309,0.329,0.153,0.304,0.362,-0.024,-0.062,-0.041,71.9,89.2,-1.5,36.6,12.5,6.3,44.6,77.37744364,94.84308606,69.3,7,19.8,49.1
 Mitch White,669952,2024,29,110,92,26,16,4,2,4,13,13,11.8,11.8,0.283,0.5,0.37,0.87,0.286,0.51,0.366,0.376,0.375,0.224,0.377,0.39,-0.003,-0.01,-0.01,71.9,89.3,12.4,38.6,8.4,8.4,42.2,78.70907463,94.43112543,70.8,12.5,16,51.3
 Clay Holmes,605280,2024,31,271,242,60,44,12,0,4,68,22,25.1,8.1,0.248,0.347,0.315,0.662,0.226,0.332,0.292,0.282,0.297,0.106,0.351,0.335,0.022,0.015,0.01,71.5,88.8,0.3,24.2,5.6,2.8,36.5,78.05631273,94.03765166,62.6,20.2,30.2,44.9
 Jorge López,605347,2024,31,216,196,46,31,9,0,6,50,18,23.1,8.3,0.235,0.372,0.306,0.678,0.219,0.375,0.298,0.293,0.292,0.155,0.349,0.342,0.016,-0.003,0.005,71.1,88.7,9.1,28.1,8.2,5.5,39.7,77.33059639,94.21500804,59.9,15,23.1,43.3
 Ben Casparius,676508,2024,25,37,33,9,7,2,0,0,12,4,32.4,10.8,0.273,0.333,0.351,0.684,0.235,0.329,0.309,0.293,0.318,0.094,0.413,0.385,0.038,0.004,0.016,70.4,88.3,15,57.1,4.8,9.5,38.1,78.87257273,93.57446429,64.4,31,34.7,48.1
 Brusdar Graterol,660813,2024,25,26,25,3,3,0,0,0,7,1,26.9,3.8,0.12,0.12,0.154,0.274,0.255,0.31,0.128,0.265,0.284,0.056,0.147,0.344,-0.135,-0.19,-0.137,68.4,84.3,12.8,44.4,0,0,27.8,71.83058556,92.44714778,63.3,6.5,26.5,48.5
 Mitch Spence,687765,2024,26,651,598,165,101,41,3,20,126,44,19.4,6.8,0.276,0.455,0.331,0.786,0.251,0.408,0.34,0.314,0.308,0.158,0.393,0.357,0.025,0.047,0.026,72,89.5,9.6,30.9,8.4,5.1,41.7,78.96046477,94.18502114,70.8,12,22.5,50.6
 Alexis Díaz,664747,2024,27,242,204,42,27,9,0,6,55,31,22.7,12.8,0.206,0.338,0.326,0.664,0.206,0.329,0.3,0.298,0.327,0.123,0.316,0.312,0,0.009,0.002,71.8,88.5,22.6,31.3,6.7,6,38,77.94858863,93.6327889,68.7,20,26.6,46.2
 Michael McGreevy,700241,2024,23,86,83,16,11,3,1,1,18,2,20.9,2.3,0.193,0.289,0.221,0.51,0.263,0.384,0.223,0.295,0.289,0.121,0.263,0.358,-0.07,-0.095,-0.072,71.4,87.3,-3.3,30.8,4.6,4.6,33.8,76.17600781,93.18630328,63.5,15.8,22.9,46.3
 Matt Strahm,621381,2024,32,237,217,36,20,12,0,4,79,11,33.3,4.6,0.166,0.276,0.224,0.5,0.187,0.309,0.221,0.243,0.243,0.121,0.29,0.327,-0.021,-0.033,-0.022,71.3,89.2,21.6,36.2,7.1,8.5,37.6,78.994658,93.95267821,70,22,26.7,53.1
 Enoli Paredes,660600,2024,28,87,75,13,9,4,0,0,16,10,18.4,11.5,0.173,0.227,0.287,0.514,0.23,0.365,0.245,0.317,0.337,0.135,0.22,0.326,-0.057,-0.138,-0.072,70.7,86.7,15.1,30.5,8.5,3.4,32.2,75.45812103,93.02808103,65.3,22.9,28.2,44.5
 Tayler Saucedo,642048,2024,31,166,146,35,26,4,2,3,38,18,22.9,10.8,0.24,0.356,0.331,0.687,0.214,0.306,0.301,0.275,0.309,0.092,0.345,0.306,0.026,0.05,0.026,71.9,85.2,7.3,25.9,4.6,2.8,27.8,73.52215796,92.55628234,60.4,19,28.1,46
 John Curtiss,595928,2024,31,12,12,6,2,2,0,2,1,0,8.3,0,0.5,1.167,0.5,1.667,0.371,0.562,0.698,0.402,0.371,0.191,0.761,0.438,0.129,0.605,0.296,72.7,88.8,23.7,63.6,18.2,0,54.5,80.39371167,93.64853091,81,17.6,24,65.8
 Ray Kerr,678061,2024,29,103,92,29,17,8,0,4,27,7,26.2,6.8,0.315,0.533,0.379,0.912,0.254,0.43,0.39,0.342,0.332,0.177,0.503,0.429,0.061,0.103,0.048,70.9,90.6,15.5,50,12.1,9.1,45.5,80.02897438,95.36998746,65.9,23.3,35.5,48.6
 Thyago Vieira,600986,2024,31,177,147,37,22,6,1,8,39,26,22,14.7,0.252,0.469,0.367,0.836,0.24,0.442,0.361,0.35,0.358,0.203,0.408,0.391,0.012,0.027,0.011,71.6,89.6,13,35.5,10,4.5,45.5,78.028932,94.8778311,62.2,17.5,24.8,43.3
 Wandy Peralta,593974,2024,32,162,143,33,24,3,0,6,22,13,13.6,8,0.231,0.378,0.315,0.693,0.265,0.427,0.307,0.346,0.348,0.163,0.305,0.357,-0.034,-0.049,-0.039,72.4,89.1,7,32,8.2,5.7,43.4,77.14780417,94.76149513,68.9,9,19.1,48.6
 Edwin Diaz,621242,2024,30,216,192,36,24,4,1,7,84,20,38.9,9.3,0.188,0.328,0.273,0.601,0.166,0.284,0.269,0.246,0.254,0.118,0.386,0.34,0.022,0.044,0.023,71.2,85.9,13.9,32.1,7.3,7.3,30.3,74.69699982,92.65311982,68.4,28.6,38.1,48.9
 Tyler Beede,595881,2024,31,68,54,16,10,3,1,2,18,9,26.5,13.2,0.296,0.5,0.418,0.918,0.236,0.348,0.393,0.335,0.377,0.112,0.494,0.39,0.06,0.152,0.058,72.7,89.1,8.2,31.6,5.3,10.5,44.7,78.82270421,94.10574757,64.6,23.3,29.7,44.5
 Tristan Beck,663941,2024,28,67,61,14,8,4,0,2,14,4,20.9,6,0.23,0.393,0.284,0.677,0.223,0.414,0.293,0.304,0.283,0.19,0.337,0.352,0.007,-0.021,-0.011,71.7,88.5,21.8,33.3,12.5,4.2,31.3,79.37118625,92.98659917,68.9,12.1,20.2,51.2
 Logan Allen,663531,2024,27,128,114,32,23,6,0,3,21,10,16.4,7.8,0.281,0.412,0.344,0.756,0.305,0.453,0.33,0.359,0.367,0.148,0.357,0.395,-0.024,-0.041,-0.029,72,89.3,12.9,41.1,5.3,3.2,40,78.77673938,94.10839863,73.2,14,19.7,49.6
 Cole Ragans,666142,2024,26,762,685,146,96,32,3,15,223,67,29.3,8.8,0.213,0.334,0.289,0.623,0.216,0.34,0.277,0.283,0.292,0.124,0.346,0.356,-0.003,-0.006,-0.006,71.6,88.3,15.2,31.8,6.2,6.7,35.4,77.67589122,93.55301085,69.7,24.3,32,48.9
 Colten Brewer,605155,2024,31,95,82,24,16,6,1,1,22,9,23.2,9.5,0.293,0.427,0.358,0.785,0.254,0.391,0.339,0.322,0.329,0.137,0.401,0.375,0.039,0.036,0.017,71.2,87.2,11.9,31.7,7.9,4.8,30.2,76.77177484,92.86111885,65,16.7,26.3,44.8
 J.P. France,641585,2024,29,121,107,31,18,8,0,5,22,12,18.2,9.9,0.29,0.505,0.364,0.869,0.27,0.487,0.373,0.362,0.347,0.217,0.42,0.405,0.02,0.018,0.011,72.2,87.9,19.4,39.5,9.3,9.3,32.6,76.04742233,93.96034477,66.3,22.1,25.5,42.1
 Bryan Hudson,663542,2024,27,231,208,28,13,7,1,7,62,17,26.8,7.4,0.135,0.279,0.209,0.488,0.197,0.335,0.218,0.27,0.268,0.138,0.244,0.325,-0.062,-0.056,-0.052,71.2,87.8,14.2,35.8,6.8,6.1,36.5,76.37844568,93.74367507,66.5,13.9,21.5,47.7
 Tanner Banks,621383,2024,32,310,277,69,51,11,1,6,78,24,25.2,7.7,0.249,0.361,0.311,0.672,0.231,0.344,0.293,0.287,0.298,0.113,0.356,0.346,0.018,0.017,0.006,70.8,87.5,10.8,30.2,6.3,4.4,34.1,76.50310814,93.29679631,69.4,18.8,26.1,48.2
 Zack Kelly,677161,2024,29,241,212,44,26,8,0,10,61,27,25.3,11.2,0.208,0.387,0.303,0.69,0.227,0.41,0.3,0.317,0.32,0.184,0.354,0.381,-0.019,-0.023,-0.017,70.4,87.2,12,35.1,9.9,4.6,31.1,76.0100832,93.19760327,66.9,21,28.1,46.5
 Luis Frías,666818,2024,26,53,45,19,12,4,1,2,12,7,22.6,13.2,0.422,0.689,0.491,1.18,0.343,0.548,0.493,0.417,0.425,0.205,0.626,0.509,0.079,0.141,0.076,71.5,91.7,11.5,47.1,11.8,5.9,52.9,81.28900824,95.39949088,65.3,12.5,25.2,46.7
 Jacob Latz,656641,2024,28,192,162,39,29,4,0,6,40,27,20.8,14.1,0.241,0.377,0.349,0.726,0.242,0.432,0.318,0.342,0.353,0.19,0.346,0.382,-0.001,-0.055,-0.024,70.9,88,18.9,30.6,8.9,5.6,40.3,76.56502934,93.99790628,68.4,20.2,28.3,47.4
 Kody Funderburk,681892,2024,27,161,136,41,26,10,1,4,32,15,19.9,9.3,0.301,0.478,0.381,0.859,0.28,0.415,0.37,0.351,0.371,0.134,0.419,0.392,0.021,0.063,0.019,70.1,87.8,6,35.8,7.3,4.6,34.9,76.26252407,93.78668833,60.4,16.2,25,42.3
 José Cisnero,542585,2024,35,74,62,18,12,2,0,4,17,8,23,10.8,0.29,0.516,0.384,0.9,0.273,0.478,0.387,0.374,0.372,0.206,0.463,0.442,0.017,0.038,0.013,71.4,88,14.8,31.9,8.5,8.5,40.4,75.62962957,94.47159717,72.5,20.4,25.7,46
 Robbie Ray,592662,2024,32,129,106,20,11,3,0,6,43,15,33.3,11.6,0.189,0.387,0.32,0.707,0.18,0.343,0.316,0.298,0.313,0.163,0.402,0.368,0.009,0.044,0.018,71.4,86.8,19.2,34.4,9.4,10.9,35.9,74.85316469,93.41527891,72.9,22.6,36,48.9
 Aaron Ashby,676879,2024,26,119,107,20,12,6,0,2,33,10,27.7,8.4,0.187,0.299,0.254,0.553,0.202,0.328,0.247,0.271,0.272,0.126,0.296,0.338,-0.015,-0.029,-0.024,71.2,90.2,4.5,31.6,6.6,6.6,36.8,80.80323806,93.95431153,55.3,11.1,26.3,43.2
 Landen Roupp,694738,2024,25,217,190,43,28,13,0,2,47,26,21.7,12,0.226,0.326,0.323,0.649,0.241,0.355,0.294,0.311,0.336,0.114,0.315,0.342,-0.015,-0.029,-0.017,71.1,89,10.6,35,4.9,9.1,39.2,77.58020704,94.25024909,57.5,17.4,25.3,41
 Nick Avila,687014,2024,26,55,50,17,7,7,1,2,14,3,25.5,5.5,0.34,0.64,0.364,1.004,0.33,0.528,0.413,0.4,0.37,0.198,0.543,0.525,0.01,0.112,0.013,70.8,94.6,17.7,55.3,13.2,15.8,65.8,88.27144526,96.46613297,75.7,12.3,22.8,50.7
 Sean Manaea,640455,2024,32,738,662,134,86,27,0,21,184,63,24.9,8.5,0.202,0.338,0.28,0.618,0.226,0.374,0.275,0.3,0.302,0.148,0.318,0.356,-0.024,-0.036,-0.025,71,88.6,16.3,37,7.5,7.7,37.8,77.67445695,93.85781224,68.6,19,26.1,49
 Anthony Gose,543238,2024,33,22,21,9,3,4,0,2,4,1,18.2,4.5,0.429,0.905,0.455,1.36,0.365,0.72,0.566,0.472,0.394,0.355,0.692,0.571,0.064,0.185,0.094,69.5,89.7,9,35.3,17.6,5.9,47.1,78.07853889,95.30083471,71.7,15.2,21.1,48.1
 Gordon Graceffo,700669,2024,24,31,28,7,2,4,0,1,6,2,19.4,6.5,0.25,0.5,0.29,0.79,0.279,0.489,0.329,0.341,0.317,0.21,0.384,0.4,-0.029,0.011,-0.012,72.1,88.9,14.6,30.4,13,4.3,39.1,76.56616818,94.66594955,71.7,13.2,25,53.3
 Michael Grove,675627,2024,27,216,191,46,32,7,1,6,54,16,25,7.4,0.241,0.382,0.316,0.698,0.222,0.358,0.308,0.296,0.302,0.137,0.366,0.348,0.019,0.024,0.012,71.4,87.6,10.5,30.9,9.4,5.8,33.8,76.04267286,93.62583719,63.9,16.6,26.6,46.3
 Grant Holmes,656550,2024,28,282,262,66,49,10,0,7,70,15,24.8,5.3,0.252,0.37,0.294,0.664,0.238,0.383,0.287,0.289,0.283,0.145,0.359,0.362,0.014,-0.013,-0.002,71.7,88.7,13.9,35.9,6.7,7.7,38.5,78.28114175,93.75427306,73.2,18,32.4,54
 Danny Young,664849,2024,30,165,138,29,20,6,0,3,48,18,29.1,10.9,0.21,0.319,0.331,0.65,0.25,0.387,0.297,0.338,0.366,0.137,0.348,0.423,-0.04,-0.068,-0.041,71.2,88.9,2.8,29.3,6.5,2.2,39.1,77.74163956,94.17870258,54.3,16.6,30.7,38.3
 Brenan Hanifee,669724,2024,26,120,114,27,19,4,2,2,23,6,19.2,5,0.237,0.36,0.275,0.635,0.241,0.342,0.277,0.273,0.279,0.101,0.319,0.315,-0.004,0.018,0.004,72.2,86.1,4.8,27.5,4.4,4.4,36.3,73.99141196,93.21030736,69.5,12.2,17.7,49.2
 Chris Bassitt,605135,2024,35,758,667,180,132,29,1,18,168,70,22.2,9.2,0.27,0.397,0.352,0.749,0.256,0.399,0.331,0.327,0.34,0.143,0.381,0.375,0.014,-0.002,0.004,71.2,87.8,14.3,36.3,7.5,4,37.1,75.64419492,94.07781649,65.4,17,21.7,45
 Hogan Harris,663687,2024,27,305,266,65,42,14,2,7,61,33,20,10.8,0.244,0.391,0.333,0.724,0.26,0.431,0.32,0.343,0.348,0.171,0.35,0.384,-0.016,-0.04,-0.023,71,88.9,15.6,36.5,7.2,8.7,39.4,78.64134,93.78812127,61.6,14.6,21.1,44.2
 Edwin Uceta,670955,2024,26,159,149,26,18,6,0,2,57,8,35.8,5,0.174,0.255,0.222,0.477,0.183,0.255,0.213,0.219,0.23,0.072,0.299,0.308,-0.009,0,-0.006,71.5,87.3,20.7,32.3,3.2,4.3,31.2,76.94360565,93.00090165,70.2,26.8,34,51.6
 Osvaldo Bido,674370,2024,28,259,224,43,28,12,0,3,63,26,24.3,10,0.192,0.286,0.295,0.581,0.18,0.272,0.265,0.257,0.285,0.092,0.283,0.27,0.012,0.014,0.008,72.1,85.6,21.7,32.5,4.3,6.1,27,74.00759975,92.55981914,69.4,17.6,26.4,47.7
 Sam Hentges,656529,2024,27,91,85,18,9,6,0,3,27,5,29.7,5.5,0.212,0.388,0.256,0.644,0.208,0.313,0.278,0.25,0.252,0.106,0.373,0.331,0.004,0.075,0.028,70.9,89.1,11,32.8,5.2,5.2,36.2,79.353965,94.07100821,65.6,17.8,29.2,47.9
 Chase Anderson,502624,2024,36,255,227,55,32,11,0,12,42,21,16.5,8.2,0.242,0.449,0.315,0.764,0.241,0.427,0.329,0.326,0.319,0.186,0.356,0.352,0.001,0.022,0.003,71.7,86.5,20,33,8.5,7.4,33,74.79046043,93.1329577,70.3,21,23.8,46.4
 Drew Rasmussen,656876,2024,28,116,109,25,20,5,0,0,35,6,30.2,5.2,0.229,0.275,0.267,0.542,0.193,0.252,0.242,0.218,0.233,0.06,0.319,0.283,0.036,0.023,0.024,70.9,86.2,6.6,24,0,6.7,36,74.48518895,93.14066133,61.8,19.7,31.4,47.9
